shift_id,year,month,date,staff_id,staff_name,scheduled_start,scheduled_end,actual_start,actual_end,scheduled_hours,actual_hours,break_minutes,overtime_minutes,is_late,is_early_leave,notes
SH20240626_1017,2024,6,26,4,山田美咲,14:00,18:00,14:00,17:52,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240626_1018,2024,6,26,7,渡辺翔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240626_1019,2024,6,26,8,中村陽子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240626_1020,2024,6,26,9,小林大輔,14:00,18:00,13:51,17:50,4.0,4.0,0,0,FALSE,TRUE,早退
SH20240626_1021,2024,6,26,10,加藤真由美,09:00,17:00,09:00,17:09,7.0,7.2,60,9,FALSE,FALSE,
SH20240627_1022,2024,6,27,1,田中太郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240627_1023,2024,6,27,2,佐藤花子,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240627_1024,2024,6,27,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240627_1025,2024,6,27,4,山田美咲,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240627_1026,2024,6,27,5,高橋健太,17:00,22:00,17:00,22:09,5.0,5.2,0,9,FALSE,FALSE,
SH20240627_1027,2024,6,27,10,加藤真由美,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240628_1028,2024,6,28,1,田中太郎,17:00,22:00,17:09,22:00,5.0,4.8,0,0,TRUE,FALSE,遅刻
SH20240628_1029,2024,6,28,2,佐藤花子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240628_1030,2024,6,28,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240628_1031,2024,6,28,4,山田美咲,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240628_1032,2024,6,28,6,伊藤さくら,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240628_1033,2024,6,28,9,小林大輔,14:00,18:00,14:00,17:44,4.0,3.7,0,0,FALSE,TRUE,早退
SH20240629_1034,2024,6,29,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240629_1035,2024,6,29,7,渡辺翔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240629_1036,2024,6,29,8,中村陽子,14:00,18:00,14:00,18:14,4.0,4.2,0,14,FALSE,FALSE,
SH20240629_1037,2024,6,29,10,加藤真由美,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240630_1038,2024,6,30,1,田中太郎,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240630_1039,2024,6,30,2,佐藤花子,09:00,13:00,09:00,12:50,4.0,3.8,0,0,FALSE,TRUE,早退
SH20240630_1040,2024,6,30,4,山田美咲,09:00,13:00,09:00,12:46,4.0,3.8,0,0,FALSE,TRUE,早退
SH20240630_1041,2024,6,30,5,高橋健太,13:00,21:00,12:52,21:00,7.0,7.1,60,8,FALSE,FALSE,
SH20240630_1042,2024,6,30,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240630_1043,2024,6,30,7,渡辺翔,13:00,21:00,13:00,21:03,7.0,7.0,60,3,FALSE,FALSE,
SH20240630_1044,2024,6,30,9,小林大輔,14:00,18:00,14:13,18:15,4.0,4.0,0,2,TRUE,FALSE,遅刻
SH20240701_1045,2024,7,1,1,田中太郎,09:00,13:00,08:57,13:00,4.0,4.0,0,3,FALSE,FALSE,
SH20240701_1046,2024,7,1,2,佐藤花子,14:00,18:00,14:12,17:48,4.0,3.6,0,0,TRUE,TRUE,"遅刻, 早退"
SH20240701_1047,2024,7,1,3,鈴木次郎,14:00,18:00,14:00,17:51,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240701_1048,2024,7,1,4,山田美咲,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240701_1049,2024,7,1,6,伊藤さくら,13:00,21:00,13:07,21:00,7.0,6.9,60,0,TRUE,FALSE,遅刻
SH20240701_1050,2024,7,1,8,中村陽子,14:00,18:00,14:00,17:52,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240702_1051,2024,7,2,2,佐藤花子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240702_1052,2024,7,2,3,鈴木次郎,09:00,17:00,09:00,16:40,7.0,6.7,60,0,FALSE,TRUE,早退
SH20240702_1053,2024,7,2,4,山田美咲,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240702_1054,2024,7,2,6,伊藤さくら,09:00,13:00,08:49,13:01,4.0,4.2,0,12,FALSE,FALSE,
SH20240702_1055,2024,7,2,8,中村陽子,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240703_1056,2024,7,3,1,田中太郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240703_1057,2024,7,3,2,佐藤花子,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240703_1058,2024,7,3,4,山田美咲,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240703_1059,2024,7,3,5,高橋健太,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240703_1060,2024,7,3,6,伊藤さくら,09:00,17:00,08:46,17:00,7.0,7.2,60,14,FALSE,FALSE,
SH20240703_1061,2024,7,3,10,加藤真由美,09:00,13:00,09:00,12:50,4.0,3.8,0,0,FALSE,TRUE,早退
SH20240704_1062,2024,7,4,1,田中太郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240704_1063,2024,7,4,2,佐藤花子,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240704_1064,2024,7,4,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240704_1065,2024,7,4,4,山田美咲,17:00,22:00,17:00,22:16,5.0,5.3,0,16,FALSE,FALSE,
SH20240704_1066,2024,7,4,5,高橋健太,09:00,17:00,08:54,16:49,7.0,6.9,60,0,FALSE,TRUE,早退
SH20240704_1067,2024,7,4,7,渡辺翔,13:00,21:00,12:59,21:14,7.0,7.3,60,15,FALSE,FALSE,
SH20240704_1068,2024,7,4,9,小林大輔,09:00,13:00,09:00,13:01,4.0,4.0,0,1,FALSE,FALSE,
SH20240704_1069,2024,7,4,10,加藤真由美,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240705_1070,2024,7,5,2,佐藤花子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240705_1071,2024,7,5,4,山田美咲,09:00,13:00,09:00,13:19,4.0,4.3,0,19,FALSE,FALSE,
SH20240705_1072,2024,7,5,5,高橋健太,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240705_1073,2024,7,5,6,伊藤さくら,17:00,22:00,17:00,22:15,5.0,5.3,0,15,FALSE,FALSE,
SH20240705_1074,2024,7,5,9,小林大輔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240706_1075,2024,7,6,1,田中太郎,09:00,17:00,09:00,17:15,7.0,7.3,60,15,FALSE,FALSE,
SH20240706_1076,2024,7,6,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240706_1077,2024,7,6,9,小林大輔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240706_1078,2024,7,6,10,加藤真由美,13:00,21:00,13:00,21:12,7.0,7.2,60,12,FALSE,FALSE,
SH20240707_1079,2024,7,7,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240707_1080,2024,7,7,2,佐藤花子,13:00,21:00,13:00,20:45,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240707_1081,2024,7,7,3,鈴木次郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240707_1082,2024,7,7,9,小林大輔,13:00,21:00,13:00,20:45,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240708_1083,2024,7,8,1,田中太郎,17:00,22:00,17:00,22:12,5.0,5.2,0,12,FALSE,FALSE,
SH20240708_1084,2024,7,8,2,佐藤花子,09:00,13:00,09:01,12:59,4.0,4.0,0,0,TRUE,TRUE,"遅刻, 早退"
SH20240708_1085,2024,7,8,5,高橋健太,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240708_1086,2024,7,8,7,渡辺翔,09:00,17:00,09:00,17:10,7.0,7.2,60,10,FALSE,FALSE,
SH20240708_1087,2024,7,8,8,中村陽子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240708_1088,2024,7,8,9,小林大輔,17:00,22:00,17:00,21:53,5.0,4.9,0,0,FALSE,TRUE,早退
SH20240708_1089,2024,7,8,10,加藤真由美,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240709_1090,2024,7,9,1,田中太郎,13:00,21:00,12:59,21:10,7.0,7.2,60,11,FALSE,FALSE,
SH20240709_1091,2024,7,9,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240709_1092,2024,7,9,4,山田美咲,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240709_1093,2024,7,9,5,高橋健太,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240709_1094,2024,7,9,7,渡辺翔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240709_1095,2024,7,9,8,中村陽子,13:00,21:00,12:45,21:00,7.0,7.3,60,15,FALSE,FALSE,
SH20240710_1096,2024,7,10,1,田中太郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240710_1097,2024,7,10,2,佐藤花子,17:00,22:00,16:46,22:00,5.0,5.2,0,14,FALSE,FALSE,
SH20240710_1098,2024,7,10,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240710_1099,2024,7,10,4,山田美咲,13:00,21:00,13:09,20:51,7.0,6.7,60,0,TRUE,TRUE,"遅刻, 早退"
SH20240710_1100,2024,7,10,7,渡辺翔,14:00,18:00,14:00,18:07,4.0,4.1,0,7,FALSE,FALSE,
SH20240710_1101,2024,7,10,9,小林大輔,09:00,17:00,09:00,16:42,7.0,6.7,60,0,FALSE,TRUE,早退
SH20240710_1102,2024,7,10,10,加藤真由美,14:00,18:00,14:00,17:48,4.0,3.8,0,0,FALSE,TRUE,早退
SH20240711_1103,2024,7,11,1,田中太郎,17:00,22:00,17:00,21:41,5.0,4.7,0,0,FALSE,TRUE,早退
SH20240711_1104,2024,7,11,2,佐藤花子,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240711_1105,2024,7,11,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240711_1106,2024,7,11,6,伊藤さくら,13:00,21:00,13:12,21:18,7.0,7.1,60,6,TRUE,FALSE,遅刻
SH20240712_1107,2024,7,12,1,田中太郎,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240712_1108,2024,7,12,2,佐藤花子,17:00,22:00,17:00,22:17,5.0,5.3,0,17,FALSE,FALSE,
SH20240712_1109,2024,7,12,6,伊藤さくら,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240712_1110,2024,7,12,8,中村陽子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240712_1111,2024,7,12,10,加藤真由美,17:00,22:00,17:00,21:47,5.0,4.8,0,0,FALSE,TRUE,早退
SH20240713_1112,2024,7,13,1,田中太郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240713_1113,2024,7,13,2,佐藤花子,09:00,13:00,09:00,12:53,4.0,3.9,0,0,FALSE,TRUE,早退
SH20240713_1114,2024,7,13,5,高橋健太,17:00,22:00,17:00,21:42,5.0,4.7,0,0,FALSE,TRUE,早退
SH20240713_1115,2024,7,13,7,渡辺翔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240713_1116,2024,7,13,9,小林大輔,09:00,13:00,09:10,13:00,4.0,3.8,0,0,TRUE,FALSE,遅刻
SH20240713_1117,2024,7,13,10,加藤真由美,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240714_1118,2024,7,14,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240714_1119,2024,7,14,2,佐藤花子,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240714_1120,2024,7,14,3,鈴木次郎,09:00,13:00,09:09,13:00,4.0,3.9,0,0,TRUE,FALSE,遅刻
SH20240714_1121,2024,7,14,4,山田美咲,14:00,18:00,14:12,18:00,4.0,3.8,0,0,TRUE,FALSE,遅刻
SH20240714_1122,2024,7,14,5,高橋健太,09:00,17:00,09:00,16:55,7.0,6.9,60,0,FALSE,TRUE,早退
SH20240714_1123,2024,7,14,7,渡辺翔,14:00,18:00,13:47,18:00,4.0,4.2,0,13,FALSE,FALSE,
SH20240714_1124,2024,7,14,10,加藤真由美,14:00,18:00,14:02,18:00,4.0,4.0,0,0,TRUE,FALSE,遅刻
SH20240715_1125,2024,7,15,1,田中太郎,17:00,22:00,17:00,21:57,5.0,5.0,0,0,FALSE,TRUE,早退
SH20240715_1126,2024,7,15,3,鈴木次郎,09:00,17:00,09:00,16:54,7.0,6.9,60,0,FALSE,TRUE,早退
SH20240715_1127,2024,7,15,6,伊藤さくら,17:00,22:00,17:00,21:46,5.0,4.8,0,0,FALSE,TRUE,早退
SH20240715_1128,2024,7,15,8,中村陽子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240716_1129,2024,7,16,1,田中太郎,09:00,17:00,09:03,16:52,7.0,6.8,60,0,TRUE,TRUE,"遅刻, 早退"
SH20240716_1130,2024,7,16,2,佐藤花子,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240716_1131,2024,7,16,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240716_1132,2024,7,16,5,高橋健太,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240716_1133,2024,7,16,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240716_1134,2024,7,16,10,加藤真由美,14:00,18:00,14:00,18:04,4.0,4.1,0,4,FALSE,FALSE,
SH20240717_1135,2024,7,17,1,田中太郎,09:00,17:00,09:00,17:07,7.0,7.1,60,7,FALSE,FALSE,
SH20240717_1136,2024,7,17,2,佐藤花子,09:00,13:00,09:00,13:08,4.0,4.1,0,8,FALSE,FALSE,
SH20240717_1137,2024,7,17,3,鈴木次郎,09:00,13:00,08:55,13:00,4.0,4.1,0,5,FALSE,FALSE,
SH20240717_1138,2024,7,17,5,高橋健太,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240717_1139,2024,7,17,9,小林大輔,09:00,17:00,09:00,17:10,7.0,7.2,60,10,FALSE,FALSE,
SH20240718_1140,2024,7,18,1,田中太郎,17:00,22:00,17:00,22:03,5.0,5.0,0,3,FALSE,FALSE,
SH20240718_1141,2024,7,18,2,佐藤花子,09:00,17:00,08:46,17:00,7.0,7.2,60,14,FALSE,FALSE,
SH20240718_1142,2024,7,18,3,鈴木次郎,14:00,18:00,14:01,18:09,4.0,4.1,0,8,TRUE,FALSE,遅刻
SH20240718_1143,2024,7,18,4,山田美咲,17:00,22:00,17:00,22:05,5.0,5.1,0,5,FALSE,FALSE,
SH20240718_1144,2024,7,18,5,高橋健太,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240718_1145,2024,7,18,6,伊藤さくら,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240718_1146,2024,7,18,8,中村陽子,14:00,18:00,13:45,18:00,4.0,4.3,0,15,FALSE,FALSE,
SH20240718_1147,2024,7,18,9,小林大輔,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240719_1148,2024,7,19,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240719_1149,2024,7,19,2,佐藤花子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240719_1150,2024,7,19,3,鈴木次郎,09:00,17:00,09:12,17:00,7.0,6.8,60,0,TRUE,FALSE,遅刻
SH20240719_1151,2024,7,19,4,山田美咲,09:00,13:00,09:10,13:15,4.0,4.1,0,5,TRUE,FALSE,遅刻
SH20240719_1152,2024,7,19,9,小林大輔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240719_1153,2024,7,19,10,加藤真由美,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240720_1154,2024,7,20,2,佐藤花子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240720_1155,2024,7,20,3,鈴木次郎,13:00,21:00,12:57,21:00,7.0,7.0,60,3,FALSE,FALSE,
SH20240720_1156,2024,7,20,4,山田美咲,09:00,13:00,09:00,13:12,4.0,4.2,0,12,FALSE,FALSE,
SH20240720_1157,2024,7,20,5,高橋健太,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240720_1158,2024,7,20,8,中村陽子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240720_1159,2024,7,20,10,加藤真由美,17:00,22:00,16:56,21:45,5.0,4.8,0,0,FALSE,TRUE,早退
SH20240721_1160,2024,7,21,1,田中太郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240721_1161,2024,7,21,2,佐藤花子,13:00,21:00,13:00,20:49,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240721_1162,2024,7,21,3,鈴木次郎,13:00,21:00,12:58,20:43,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240721_1163,2024,7,21,5,高橋健太,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240721_1164,2024,7,21,8,中村陽子,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240721_1165,2024,7,21,9,小林大輔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240722_1166,2024,7,22,1,田中太郎,13:00,21:00,13:00,21:13,7.0,7.2,60,13,FALSE,FALSE,
SH20240722_1167,2024,7,22,2,佐藤花子,13:00,21:00,13:13,21:00,7.0,6.8,60,0,TRUE,FALSE,遅刻
SH20240722_1168,2024,7,22,4,山田美咲,14:00,18:00,14:00,17:44,4.0,3.7,0,0,FALSE,TRUE,早退
SH20240722_1169,2024,7,22,8,中村陽子,13:00,21:00,13:00,21:02,7.0,7.0,60,2,FALSE,FALSE,
SH20240722_1170,2024,7,22,9,小林大輔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240723_1171,2024,7,23,1,田中太郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240723_1172,2024,7,23,3,鈴木次郎,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240723_1173,2024,7,23,4,山田美咲,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240723_1174,2024,7,23,5,高橋健太,17:00,22:00,16:46,22:00,5.0,5.2,0,14,FALSE,FALSE,
SH20240723_1175,2024,7,23,6,伊藤さくら,13:00,21:00,13:00,21:16,7.0,7.3,60,16,FALSE,FALSE,
SH20240723_1176,2024,7,23,8,中村陽子,13:00,21:00,12:45,21:00,7.0,7.3,60,15,FALSE,FALSE,
SH20240723_1177,2024,7,23,9,小林大輔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240723_1178,2024,7,23,10,加藤真由美,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240724_1179,2024,7,24,1,田中太郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240724_1180,2024,7,24,2,佐藤花子,14:00,18:00,14:00,17:42,4.0,3.7,0,0,FALSE,TRUE,早退
SH20240724_1181,2024,7,24,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240724_1182,2024,7,24,4,山田美咲,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240724_1183,2024,7,24,5,高橋健太,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240724_1184,2024,7,24,6,伊藤さくら,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240724_1185,2024,7,24,7,渡辺翔,14:00,18:00,14:00,17:40,4.0,3.7,0,0,FALSE,TRUE,早退
SH20240724_1186,2024,7,24,9,小林大輔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240724_1187,2024,7,24,10,加藤真由美,14:00,18:00,14:09,18:09,4.0,4.0,0,0,TRUE,FALSE,遅刻
SH20240725_1188,2024,7,25,1,田中太郎,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240725_1189,2024,7,25,2,佐藤花子,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240725_1190,2024,7,25,4,山田美咲,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240725_1191,2024,7,25,5,高橋健太,13:00,21:00,12:53,21:00,7.0,7.1,60,7,FALSE,FALSE,
SH20240725_1192,2024,7,25,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240725_1193,2024,7,25,7,渡辺翔,13:00,21:00,12:56,21:00,7.0,7.1,60,4,FALSE,FALSE,
SH20240725_1194,2024,7,25,8,中村陽子,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240725_1195,2024,7,25,9,小林大輔,09:00,13:00,09:00,12:59,4.0,4.0,0,0,FALSE,TRUE,早退
SH20240726_1196,2024,7,26,2,佐藤花子,09:00,17:00,09:00,17:02,7.0,7.0,60,2,FALSE,FALSE,
SH20240726_1197,2024,7,26,10,加藤真由美,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240727_1198,2024,7,27,2,佐藤花子,17:00,22:00,16:58,22:00,5.0,5.0,0,2,FALSE,FALSE,
SH20240727_1199,2024,7,27,3,鈴木次郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240727_1200,2024,7,27,7,渡辺翔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240728_1201,2024,7,28,1,田中太郎,14:00,18:00,14:13,18:00,4.0,3.8,0,0,TRUE,FALSE,遅刻
SH20240728_1202,2024,7,28,2,佐藤花子,13:00,21:00,12:45,21:00,7.0,7.3,60,15,FALSE,FALSE,
SH20240728_1203,2024,7,28,3,鈴木次郎,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240728_1204,2024,7,28,4,山田美咲,13:00,21:00,13:00,20:50,7.0,6.8,60,0,FALSE,TRUE,早退
SH20240728_1205,2024,7,28,5,高橋健太,09:00,17:00,09:00,17:19,7.0,7.3,60,19,FALSE,FALSE,
SH20240728_1206,2024,7,28,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240728_1207,2024,7,28,7,渡辺翔,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240728_1208,2024,7,28,9,小林大輔,14:00,18:00,14:00,18:04,4.0,4.1,0,4,FALSE,FALSE,
SH20240729_1209,2024,7,29,1,田中太郎,17:00,22:00,17:00,21:40,5.0,4.7,0,0,FALSE,TRUE,早退
SH20240729_1210,2024,7,29,2,佐藤花子,17:00,22:00,17:00,22:15,5.0,5.3,0,15,FALSE,FALSE,
SH20240729_1211,2024,7,29,5,高橋健太,09:00,13:00,08:58,13:00,4.0,4.0,0,2,FALSE,FALSE,
SH20240729_1212,2024,7,29,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240729_1213,2024,7,29,7,渡辺翔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240729_1214,2024,7,29,9,小林大輔,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240730_1215,2024,7,30,1,田中太郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240730_1216,2024,7,30,3,鈴木次郎,17:00,22:00,16:56,22:00,5.0,5.1,0,4,FALSE,FALSE,
SH20240730_1217,2024,7,30,4,山田美咲,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240730_1218,2024,7,30,8,中村陽子,14:00,18:00,14:00,17:41,4.0,3.7,0,0,FALSE,TRUE,早退
SH20240730_1219,2024,7,30,9,小林大輔,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240731_1220,2024,7,31,1,田中太郎,09:00,17:00,09:02,17:00,7.0,7.0,60,0,TRUE,FALSE,遅刻
SH20240731_1221,2024,7,31,2,佐藤花子,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240731_1222,2024,7,31,3,鈴木次郎,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240731_1223,2024,7,31,4,山田美咲,09:00,17:00,09:00,17:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240731_1224,2024,7,31,8,中村陽子,13:00,21:00,13:07,21:00,7.0,6.9,60,0,TRUE,FALSE,遅刻
SH20240731_1225,2024,7,31,9,小林大輔,17:00,22:00,17:00,22:00,5.0,5.0,0,0,FALSE,FALSE,
SH20240731_1226,2024,7,31,10,加藤真由美,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240801_1227,2024,8,1,2,佐藤花子,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240801_1228,2024,8,1,3,鈴木次郎,13:00,21:00,13:00,21:00,7.0,7.0,60,0,FALSE,FALSE,
SH20240801_1229,2024,8,1,5,高橋健太,13:00,21:00,12:49,21:00,7.0,7.2,60,11,FALSE,FALSE,
SH20240801_1230,2024,8,1,6,伊藤さくら,14:00,18:00,14:00,18:00,4.0,4.0,0,0,FALSE,FALSE,
SH20240801_1231,2024,8,1,8,中村陽子,09:00,13:00,09:00,13:00,4.0,4.0,0,0,FALSE,FALSE,
